numobs,length,size,bcovfaulty,bcovfixed,lcovfaulty,lcovfixed,numremoved,fixedcov,Class
235,69.4,17.3,0.68935,0.678775,0.772385,0.755745,0,0.688085,no
55,33.9,12,0.732984,0.724615,0.792547,0.785454,0,0.8,high
53,27.5,11.8,0.742938,0.730159,0.788079,0.775472,0,0.807547,high
74,15,8.9,0.684932,0.64,0.757732,0.743243,0,0.743243,no
1249,1919.9,147.6,0.839824,0.838638,0.910499,0.909642,1,0.916573,no
282,32.9,17,0.196276,0.194898,0.219503,0.219503,0,0.219503,no
355,147.5,103.4,0.755478,0.754047,0.92723,0.927606,0,0.928169,low
29,16.9,6.4,0.995918,1,0.933333,0.931034,0,0.931034,no
329,99.5,30.7,0.715474,0.714706,0.842046,0.841945,0,0.712462,low
29,3.3,1.1,0.146753,0.0961539,0.148148,0.132758,0,0.182758,low
1251,1899.1,149.3,0.841018,0.841152,0.913802,0.912937,0.8,0.915588,no
305,169.8,79,0.818153,0.818153,0.957377,0.957377,0,0.957377,no
251,108.4,53.6,0.858678,0.842995,0.966577,0.958964,0,0.962549,no
177,42,13.4,0.373298,0.399265,0.470909,0.495763,0,0.500565,high
356,147.444,103.444,0.762773,0.760334,0.931544,0.931492,0,0.931648,low
15,11,10,0.923077,0.923077,1,1,0,1,no
429,81.1,28.9,0.658333,0.658333,0.813287,0.813287,0,0.751282,no
356,147.8,103.8,0.762778,0.761273,0.929887,0.928652,0,0.929775,high
24,3.9,1.6,0.344681,0.317647,0.270967,0.233333,0,0.233333,no
68,19.2,19.2,0.778125,0.778125,0.897059,0.897059,0,0.735294,no
1199,1711.9,145.9,0.859854,0.848974,0.92458,0.917385,0.8,0.919766,no
1169,1761.7,148.7,0.87087,0.866392,0.932641,0.930568,1.4,0.934987,no
150,74.5,29.5,0.872434,0.815546,0.94093,0.920667,0.1,0.964,high
238,97.9,53.5,0.684905,0.681169,0.844958,0.843697,0,0.839916,high
503,221.4,87.7,0.521847,0.518792,0.569781,0.569781,0,0.543937,no
944,3555,197.8,0.850643,0.850234,0.981921,0.981515,0,0.982733,high
354,147.3,103.3,0.770716,0.766354,0.933871,0.931215,0,0.932768,high
937,3653.3,205.3,0.845974,0.844672,0.984101,0.981163,0,0.983778,high
429,97.7,33,0.662012,0.66205,0.82249,0.822844,0,0.733567,no
1114,1666.8,143.9,0.875018,0.873723,0.93569,0.934969,0.6,0.940485,low
1087,1711.9,141.6,0.880524,0.880068,0.953283,0.953082,0.1,0.956302,no
238,105.2,56,0.715668,0.713537,0.857776,0.858403,0,0.845798,high
191,44.5,17.7,0.624846,0.614098,0.718177,0.709133,0,0.73089,no
159,23.9,8,0.357994,0.378049,0.456,0.47044,0,0.47044,high
190,45.9,45.9,0.708886,0.708787,0.892933,0.893684,0,0.893684,low
139,28.9,23.7,0.883436,0.880455,0.991283,0.987051,0,0.992806,high
219,63.7,42.9,0.746635,0.744285,0.689008,0.689955,0,0.689955,no
694,1738.1,109.8,0.803444,0.798404,0.909016,0.903818,3.7,0.92536,low
228,199,53.9,0.720203,0.715517,0.868971,0.867544,0.7,0.872807,high
248,104.1,53,0.856197,0.854522,0.966487,0.968347,0,0.972177,low
428,103.7,27.8,0.679851,0.679279,0.833851,0.834112,0,0.83785,no
161,121.9,78,0.689387,0.688789,0.985031,0.985093,0,0.985093,no
177,52.6,35.2,0.759012,0.759052,0.657905,0.658757,0,0.662712,high
204,111.7,52.9,0.853074,0.853398,0.985131,0.985784,0,0.985784,no
72,18,11.8,0.58093,0.571233,0.79434,0.780556,0,0.573611,no
57,42.2,14.5,0.884782,0.86875,0.978699,0.978947,0,0.978947,no
430,102.4,28.4,0.680626,0.679799,0.83785,0.834302,0,0.843256,no
70,19.3,12.4,0.604225,0.606338,0.838572,0.836429,0,0.604286,high
414,209.8,124.1,0.756236,0.756689,0.91401,0.91401,0,0.91401,no
650,1589,104.9,0.77363,0.770503,0.881897,0.878385,4.7,0.910462,low
650,1471.3,103.6,0.766989,0.767795,0.86918,0.870077,7,0.906154,low
650,1517.1,100.7,0.778079,0.776499,0.886308,0.883923,5,0.913077,low
226,53.4,19.6,0.572886,0.559829,0.667117,0.65531,0,0.707964,no
219,31.1,14.9,0.848912,0.851613,0.917548,0.922831,0,0.922831,low
31,3,2,0.153846,0.117647,0.138462,0.0967742,0,0.0967742,no
204,115.1,53.4,0.819965,0.827427,0.957747,0.959559,0,0.959804,high
357,268.8,91.4,0.702804,0.698627,0.745531,0.745518,0,0.97479,low
64,25.3,12.9,0.926316,0.926316,0.959375,0.959375,0.2,1,no
414,212.7,73.2,0.869481,0.868217,0.962197,0.961111,0,0.962319,high
71,32.1,8.2,0.614111,0.597369,0.80439,0.783803,0,0.784507,low
196,306.9,35.7,0.902004,0.903552,0.989115,0.991327,0,0.994898,high
1099.5,141.4,32,0.153023,0.153023,0.158808,0.159095,0,0.159887,high
124,33.5,13.6,0.220183,0.205128,0.296791,0.298387,0,0.298387,no
36,42.3,6.2,0.707692,0.719231,0.95463,0.972222,0,0.972222,low
44,2,2,0.0740741,0.0740741,0.0692308,0.0681818,0,0.0681818,no
544,110.1,38,0.62759,0.621622,0.710184,0.703861,4.2,0.759743,no
55,61.8,8.5,0.93871,0.912903,0.942424,0.918182,0,1,high
47,22.5,9.2,0.9,0.9,1,1,0,1,no
81,0,0,0,0,0,0,0,0,no
49,25.7,8,0.537663,0.475926,0.532374,0.489796,0,0.693878,high
1471,1034,84.4,0.796083,0.795983,0.923839,0.923861,0.1,0.923997,no
1471,1063,83.5,0.798834,0.8,0.931101,0.931373,0,0.931475,no
1021,1.9,1.9,0.000865264,0.000863134,0.000980714,0.000979432,1,0.245837,no
457,37.3,7.1,0.347127,0.347931,0.45128,0.450547,0.4,0.539825,no
455,47.7,7.3,0.484919,0.486207,0.632568,0.628132,0.2,0.68022,no
448,47,8,0.499061,0.499126,0.638393,0.642969,0.6,0.730134,no
54,1,1,0,0,0.0192685,0.0185185,0,0.0185185,no
75,49.2,19.1,0.94432,0.938889,0.990603,0.987333,0.1,0.998667,high
112,19,6.3,0.742667,0.756,0.922892,0.925,1,0.955357,high
110,21,6.7,0.729778,0.786667,0.898485,0.931818,0.9,0.971818,low
93,30.9,4.5,0.915306,0.908823,0.987273,0.983871,0,0.983871,low
149,77.5,39.3,0.882164,0.885088,0.975839,0.978524,0,0.978524,low
149,76.8,39.3,0.87807,0.87807,0.979195,0.979195,0,0.979195,low
75,13,2,0.216234,0.205555,0.380091,0.373333,0.1,0.4,no
312,180.4,36.5,0.841988,0.869298,0.921848,0.947596,0.2,0.941346,high
32,12.8,3.2,0.866667,0.866667,1,1,0,1,no
38,0,0,0,0,0,0,0,0,no
153,12.4,5.5,0.649037,0.648421,0.783224,0.784967,0,0.784967,low
162,122.3,17.8,0.736758,0.737671,0.887654,0.88642,2.4,0.950617,no
44,34,13.8,0.774713,0.786207,0.851515,0.859091,0,0.859091,no
18,5.3,2.6,0.603704,0.811111,0.824074,0.961111,0,0.961111,high
196,248.9,44.1,0.890667,0.893716,0.986713,0.991327,0.2,0.994388,high
1165,18.3,2.1,0.0242703,0.0242703,0.0372963,0.0373391,0.1,0.0427468,no
106,9.5,4,0.137931,0.129032,0.292208,0.283019,0,0.283019,no
127,44.9,14.9,0.932017,0.938158,0.985831,0.990551,0,0.990551,high
118,54,17.6,0.835593,0.835593,0.997458,0.997458,0,0.997458,no
162,118.1,17.4,0.725581,0.710274,0.880913,0.871605,1.7,0.956173,low
197,75.5556,26.8889,0.797314,0.81685,0.990976,1,0,1,no
117,33.6,13.6,0.264249,0.253731,0.343109,0.333333,0,0.333333,no
171,217,36.1,0.88643,0.893631,0.989668,0.989766,0,0.994152,low
171,230,32.8,0.885987,0.882919,0.988454,0.987719,0.1,0.993567,low
65,46.4,12.5,0.808252,0.806429,0.888601,0.883846,0.2,0.890769,low
361,319.4,41.5,0.875091,0.875275,0.939981,0.940028,1.4,0.936842,low
64,47.8,12.7,0.823558,0.830883,0.897449,0.914062,0,0.914062,no
68,46.8,12.4,0.809406,0.797143,0.896354,0.857353,0.1,0.869118,low
320,161.9,42,0.813433,0.813433,0.957411,0.9575,0,0.9575,no
149,174.7,29.6,0.913123,0.910465,0.991422,0.989933,0.1,0.992618,low
991,2.2,2.2,0.000917432,0.000912646,0.00161998,0.00161453,1,0.253885,no
114,74.8,32.7,0.863756,0.864935,0.998064,0.998246,0,0.998246,no
66,88.8,15.6,0.900788,0.906098,0.946635,0.954545,0,0.993939,low
112,27.5,3.2,0.540625,0.540625,0.620536,0.620536,0,0.620536,no
88,50.9,8.2,0.898507,0.904477,0.848864,0.855682,0,0.855682,no
1507,684.5,87.6,NA,NA,NA,NA,0,0.80219,low
38,21.6,11.3,0.881333,0.95,0.901639,0.996053,0,1,low
28,19.7,10.9,0.933333,0.925,0.988095,0.982143,0,1,high
42,25.1,8,0.518987,0.52,0.53125,0.52381,0,0.52381,no
480,171.9,114.4,0.759871,0.753796,0.885625,0.876042,0.1,0.8875,low
350,2,1,0.0289389,0.0285714,0.0986328,0.1,0,0.1,no
86,39.1,15.5,0.529412,0.538462,0.487594,0.487209,0,0.487209,no
92,39.1,5.6,0.439665,0.353509,0.593056,0.467935,1.1,0.938044,high
89,55.6,17.2,0.431373,0.431373,0.438202,0.438202,0,0.438202,no
334,2,1,0.0247117,0.0243902,0.0890688,0.0898204,0,0.0898204,no
67,25.5,8.2,0.944444,0.944444,1,1,0,1,no
21,21.3,4.4,0.915152,0.945454,0.909524,0.942857,0,1,low
197,13,5,0.0841121,0.0841121,0.192374,0.187817,0,0.187817,no
100,106.5,14.3,0.913793,0.913793,0.962,0.962,0,0.962,no
100,99.1,14.6,0.922941,0.912931,0.97027,0.9635,0,0.969,high
118,10.2,4.2,0.126316,0.121212,0.257143,0.254237,0,0.254237,no
128,82.1,30.6,0.914865,0.916892,0.973698,0.97539,0,0.976562,low
124,1,1,0,0,0.00824176,0.00806452,0,0.00806452,no
753,644.6,123.8,0.451727,0.452723,0.506429,0.508699,1.2,0.899203,low
93,22.5,10,0.130435,0.117647,0.296578,0.27957,0,0.27957,no
390,134.9,101.1,0.762466,0.762466,0.888462,0.888462,0,0.888462,no
835,134.1,20,0.590909,0.598019,0.701597,0.705748,0.8,0.747186,low
835,134.6,19.8,0.596426,0.596504,0.716181,0.716227,0.6,0.727665,low
58,39.6,5.2,0.657895,0.657895,0.706897,0.706897,0.2,0.713793,no
134,109.5,16.5,0.795894,0.806522,0.926368,0.929851,0.5,0.955224,low
39,13.7,2.4,0.45,0.375,0.656311,0.594872,0,0.594872,no
30,24.9,9,0.760714,0.7625,0.953333,0.958333,0,0.966667,low
107,1,1,0,0,0.00934579,0.00934579,0,0.00934579,no
130,113.9,16.6,0.730368,0.721818,0.848205,0.851923,1.1,0.952308,high
130,108.6,16,0.747866,0.758333,0.897436,0.902692,0.9,0.946154,low
107,56.8,20.4,0.963855,0.955357,0.990536,0.985981,0,0.990654,high
105,54.4,19.8,0.96319,0.963636,0.990354,0.990476,0,0.990476,no
139,61.9,31.8,0.883495,0.883495,0.985612,0.985612,0,0.985612,no
254,92.9,85.7,0.765144,0.788768,0.89858,0.917323,0,0.917323,high
225,84.1,76.9,0.746058,0.753061,0.884962,0.889778,0.1,0.890222,no
220,80.7,73.5,0.747686,0.746444,0.887879,0.887954,0,0.888182,low
31,12.4,6.6,0.930612,0.894117,0.932584,0.941936,0,1,low
122,89.4,32,0.880556,0.880556,0.97541,0.97541,0,0.97541,no
95,70.6,13.5,0.969128,0.936364,0.996981,0.965263,0,0.991579,high
950,583.5,121.3,0.421326,0.420926,0.472,0.471474,0.1,0.793579,low
266,93,85.6,0.759386,0.756061,0.908101,0.904323,0.1,0.905639,low
72,39.6,11.9,0.678571,0.678571,0.75,0.75,0,0.75,no
120,85.3,17.8,0.845965,0.845455,0.988024,0.983333,0,0.983333,high
40,12.6,6.6,0.936508,0.826087,0.944444,0.85,0,0.85,no
42,8,8,0.791305,0.791305,0.97619,0.97619,0,0.97619,no
67,34.1,11.5,0.966667,0.966667,0.998507,0.998507,0,0.998507,no
285,257.7,66.3,0.751866,0.74711,0.807285,0.804211,0,0.886667,high
283,288.9,71.8,0.906522,0.910119,0.97503,0.975265,0.1,0.977739,high
234,232.4,77.2,0.843155,0.807947,0.894868,0.897863,0.5,0.917948,no
239,201.6,47.3,0.833333,0.850746,0.911158,0.921757,0.1,0.922176,low
262,175.4,65.5,0.941582,0.947727,0.990335,0.991221,0,0.991221,high
367,73.2,23.6,0.500155,0.488839,0.660019,0.646866,0.2,0.585831,high
206,161.5,37,0.772807,0.772807,0.918447,0.918447,0,0.918447,no
350,103.3,36.8,0.648435,0.649024,0.804302,0.803143,0,0.806571,low
348,72.7,37.5,0.637861,0.636319,0.80222,0.799282,0.1,0.808621,high
69,80.6,20.4,0.818868,0.818868,0.928985,0.928985,0,0.928985,no
384,67.2,22.6,0.403902,0.405172,0.43887,0.439193,0,0.448438,high
607,839.6,195.1,0.895094,0.894966,0.927596,0.928583,0,0.92883,low
654,446.7,56.4,0.535137,0.532236,0.712117,0.710703,0.1,0.711468,low
109,59.3,16.9,0.809605,0.795238,0.937617,0.93211,0,0.945871,low
70,42.7,31.7,0.782833,0.782912,0.980097,0.976429,0.1,0.974286,low
205,164.1,37.4,0.781579,0.781579,0.923903,0.923903,0,0.923903,no
341,71.8,36.5,0.6553,0.637629,0.81994,0.811144,0.2,0.822874,low
310,81.4,25.5,0.558037,0.550249,0.690502,0.687419,0.5,0.579678,no
331,72.1,36.1,0.664875,0.665323,0.818127,0.818731,0.5,0.832326,no
1010,1581.3,122.3,0.65,0.64726,0.748511,0.747723,1.1,0.746139,no
33,6.5,2.2,0.528889,0.505263,0.764706,0.757576,0,0.757576,no
164,70.8,18.4,0.79359,0.791667,0.966183,0.964634,0,0.971341,no
331,70.7,35.9,0.659498,0.65914,0.817255,0.817372,0.1,0.828399,no
137,86.3,16.8,0.842169,0.837356,0.938025,0.935766,0,0.943066,low
324,74.9,37.3,0.673408,0.662912,0.829498,0.818673,0.2,0.833025,no
212,256.4,45.7,0.754372,0.753688,0.902359,0.901887,0,0.892925,no
651,640.8,59.6,0.553502,0.553515,0.712199,0.712673,0,0.713364,low
263,131.1,36.8,0.805128,0.7995,0.966794,0.970342,1.4,0.990494,no
271,154.20,73.1,NA,0.81,NA,0.99,0.00,0.984871,no
209,85.80,28.8,0.82,0.81,0.98,0.97,0.90,0.990909,no
199,86.40,29.2,0.75,0.78,0.93,0.95,1.50,0.994975,high
375,193.20,83,0.82,0.80,0.98,0.98,1.20,0.988533,high
294,183.60,23.7,0.56,0.53,0.72,0.70,0.00,0.701361,no
286,198.80,24.4,0.59,0.59,0.74,0.74,0.00,0.755245,no
11,5.00,5,0.73,0.67,1.00,1.00,0.00,1,no
100,93.3,11.3,0.7,0.7,0.815,0.815,0,0.835,no
133,130.3,19.9,0.742391,0.7625,0.847619,0.86015,0,0.867669,high
60,18.6,16.9,0.954545,0.954545,1,1,0,0.983333,no
58,40.7,6.3,0.834883,0.826087,0.95862,0.979311,0,0.979311,low
67,46.6,7.1,0.813636,0.814,0.936508,0.944776,0,0.944776,low
63,47.7,7.1,0.818182,0.818182,0.940625,0.947619,0,0.947619,no
64,48.5,7.1,0.822222,0.818182,0.934328,0.929688,0,0.929688,low
67,39.6,6.1,0.815555,0.793333,0.939393,0.940299,0,0.940299,no
348,295.5,59.4,NA,0.739129,NA,0.836006,0.3,0.860632,no
27,29.2,4,0.982353,0.961905,0.989286,0.97037,0,0.97037,no
196,81.9,27.6,0.717266,0.717986,0.918367,0.918367,1.6,0.993367,no
101,85.8,11.2,0.692641,0.692641,0.834983,0.834983,0,0.828713,no
101,98.5,11.6,0.706494,0.706494,0.841,0.842574,0,0.842574,no
185,78.7,25.8,0.741176,0.75,0.936757,0.938378,1.4,0.991351,low
12,6,6,0.888889,0.909091,1,1,0,1,high
96,72.4,10.1,0.6375,0.633784,0.771277,0.776042,0,0.776042,no
38,25.7,0,0.808572,0.725641,0.936842,0.936842,0,0.973684,no
38,25.1,7,0.785714,0.811429,0.936842,0.936842,0,0.973684,high
152,58.1,1,0.953684,0.956842,0.978947,0.998684,0,0.998684,low
48,14.9,1,0.835714,0.9025,0.979167,1,0,1,low
498,139.2,0,NA,0.759083,NA,0.901004,0,0.900402,no
372,157.7,0,NA,0.915254,NA,0.998656,0,0.998656,no
143,96.5,0,NA,0.995506,NA,0.944056,0,0.944056,no
48,56.8,10,0.778572,0.839473,0.94,0.975,0,0.975,high
97,48.6,4,1,0.877632,1,0.996907,0,0.996907,low
68,9,0,0.9,0.9,1,1,0,1,no
211,71.5,0,0.85544,0.862051,0.983887,0.983887,0,0.983887,no
243,118.2,1,0.858298,0.851131,0.983846,0.977778,0,0.976955,low
224,75.4,6,0.870647,0.870647,0.999554,0.999554,0,0.999554,low
36,32.4,0,0.84375,0.82647,0.990909,0.966666,0,0.966666,no
224,75.6,0,0.880711,0.878109,0.999549,0.999554,0,0.999554,no
296,147.5,4,0.891797,0.892969,0.996959,0.998311,0,0.998311,low
447,112.8,1,0.772817,0.772817,0.913453,0.913646,0,0.913646,low
222,72,10,0.870051,0.878173,0.996804,0.999549,0,0.999549,high
197,63.7,0,0.851412,0.845304,0.993814,0.993909,0,0.993909,no
205,64.5,0,0.85419,0.851934,0.984878,0.984878,0,0.984878,no
699,186.9,0,0.798925,0.798925,0.926753,0.926753,5.9,0.941917,no
27,11.4,5,0.866666,0.944444,0.925926,1,0,1,low
335,1,55.3,NA,NA,NA,NA,1,0.935821,low
163,1,16.6,NA,NA,NA,NA,0.3,0.952147,low
195,2,42.1,NA,NA,NA,NA,1,0.968205,low
326,9,53.7,NA,NA,NA,NA,1.3,0.953067,high
36,10,14.3,0.697059,0.713889,0.970588,0.972222,0,0.972222,high
165,10,35.7,0.809146,0.823781,0.877439,0.89697,1,0.961818,high
34,6,13.7,0.696667,0.721875,0.93125,0.970588,0,0.970588,low
157,4,15.3,NA,NA,NA,NA,0.6,0.942038,low
124,8,12.6,0.404425,0.44,0.391228,0.397581,0,0.397581,high
23,10,11,0.648,0.648,1,1,0,1,high
160,10,30.7,0.853488,0.821127,0.893636,0.905625,1,0.926875,high
159,0,16.6,NA,0.6024,NA,0.610063,0,0.459748,no
33,31.8,5.1,0.818519,0.844828,0.939394,0.981818,0,0.981818,high
246,77.2,35.1,0.566225,0.551613,0.606557,0.600406,0.8,0.604878,no
351,167.7,37,0.504762,0.504732,0.643875,0.643875,0.5,0.641596,no
182,161.3,29.5,0.673188,0.682078,0.809945,0.814626,0.1,0.807692,no
47,21,4.1,0.505128,0.462791,0.565854,0.502128,0,0.502128,no
351,172.7,37.7,0.25327,0.248983,0.315236,0.313187,0.6,0.649003,low
2818,735.6,139.5,NA,0.685635,NA,0.733795,0,0.394748,no
25,6.8,3,0.142857,0.142857,0.16,0.16,0,0.16,no
33,23.1,5.2,0.917647,0.9,0.95,0.957576,0,0.957576,high
62,53.9,8.7,0.528409,0.529546,0.571172,0.562037,0,0.979032,no
371,173.2,37,0.267375,0.269124,0.330223,0.330223,0,0.673854,no
63,28.6,4.2,0.376744,0.376744,0.461904,0.461904,0,0.461904,no
19,9.9,1,0.723077,0.782353,0.952941,1,0,1,no
355,427.8,83.5,0.698591,0.696428,0.732569,0.734648,0.1,0.735493,high
275,91.4,21.6,0.648947,0.640722,0.821402,0.813091,0,0.813091,no
112,28.2,10,0.85,0.85,0.923214,0.923214,0,0.923214,no
110,59,30.4,0.760294,0.756522,0.963636,0.963636,0,0.963636,high
117,106.9,31,0.762097,0.762097,0.903419,0.903419,1.1,0.931624,high
124,15.7,5.1,0.194444,0.166667,0.0990569,0.0846775,0,0.0846775,no
1626,10.4,3.5,0.0563618,0.0561943,0.0458642,0.0455828,0,0.045695,no
1616,34.4,4.7,0.0704,0.0699801,0.0585396,0.0583951,0.1,0.059901,no
57,47.9,17,0.505556,0.505556,0.731579,0.731579,0,0.731579,no
191,5,1.9,0.01625,0.01625,0.0218085,0.021466,0,0.021466,no
387,209.6,55.5,0.240061,0.228863,0.260526,0.255814,0.5,0.263049,no
100,87,12.5,0.833871,0.871875,0.944681,0.983,0,0.983,high
385,209,56.7,0.255287,0.258308,0.268063,0.273247,0.2,0.274805,no
353,119.4,41.8,0.215319,0.211837,0.326567,0.321529,0,0.321529,high
253,357.5,56,0.530769,0.536047,0.54878,0.557312,0,0.545455,high
1013,645.6,74.9,0.532353,0.518671,0.608241,0.594669,3,0.624087,low
770,888.5,156.6,NA,0.398089,NA,0.439351,0.7,0.433636,no
377,204.1,54.6,0.220645,0.232317,0.243011,0.248541,0.8,0.257029,high
3004,970.2,124,0.236713,0.236666,0.303049,0.301901,0,0.301166,no
465,187.6,40.2,0.636577,0.647651,0.886638,0.901075,0,0.901075,high
464,187.2,38.6,0.643243,0.638926,0.897408,0.895474,0,0.895474,no
996,506.7,73.4,0.555616,0.55293,0.639742,0.632129,3.1,0.651707,low
2262,1413.6,221.3,0.546411,0.548407,0.621975,0.624713,5,0.629443,high
136,138.3,25.7,0.455556,0.455556,0.66084,0.676667,0.5,0.599264,high
134,153.6,25.7,0.490741,0.490741,0.695805,0.704082,0.1,0.605224,high
119,89.6,9.7,0.318965,0.291667,0.378151,0.34918,0.1,0.333613,high
289,5.9,2,0.00662252,0.00662252,0.0474576,0.047619,0,0.0380623,no
186,139.5,18,0.0135135,0.381111,0.0352941,0.436364,0,0.433333,no
1032,253,48.4,0.318171,0.318171,0.242151,0.242151,4.5,0.248159,low
1621,549.9,121.7,0.346875,0.376471,0.38069,0.397779,3.4,0.39963,no
1035,225,40.2,0.339273,0.339273,0.262126,0.262126,3.2,0.26657,no
1880,735.6,251.6,NA,0.566385,NA,0.673404,0.2,0.698032,no
471,219.4,85.6,NA,NA,NA,NA,0,0.877919,no
363,77.4,35.9,NA,NA,NA,NA,0.2,0.742424,high
190,109.6,48.2,NA,NA,NA,NA,0,0.978947,no
352,148.3,47.7,NA,NA,NA,NA,0,0.860511,no
122,66.4,24.6,NA,NA,NA,NA,0,0.795082,no
2277,740.2,164.6,NA,0.444814,NA,0.386649,2.3,0.387659,no
1004,395.4,77.5,0.476904,0.476904,0.378365,0.378785,0,0.378785,no
70,27.8,5.5,0.863333,0.84375,0.879412,0.884127,0,0.882857,no
134,61.4,23.2,0.830252,0.816279,0.981395,0.98209,0,0.98209,no
340,107.6,36,NA,0.640088,NA,0.830882,0.1,0.833529,no
194,89.4,34.1,0.754872,0.749238,0.988144,0.988144,0,0.988144,no
90,42.9,9.9,0.418965,0.365476,0.561176,0.596667,0,0.597778,high
224,78.6,25.3,0.763433,0.763433,0.93125,0.93125,0.1,0.931696,low
462,75.6,26.4,0.254436,0.252672,0.312786,0.309307,0,0.307576,no
94,21.9,9.4,0.7,0.692208,0.805319,0.806383,0.2,0.553191,low
94,21.6,9.5,0.725333,0.725333,0.824468,0.824468,0,0.569149,no
367,183.8,53.4,0.6556,0.6556,0.771935,0.771935,0,0.771935,no
35,8.1,2.3,0.909091,0.778572,1,0.94,0,0.94,no
323,147.9,58.9,0.745082,0.737295,0.936532,0.934675,0,0.934675,low
39,20.9,4.4,0.325,0.2875,0.394444,0.366666,0,0.366666,no
704,297.4,110.4,0.721656,0.707073,0.859216,0.862216,0.2,0.907671,low
1027,444.9,87.3,0.515072,0.514881,0.367676,0.368354,0,0.368354,low
73,21.4,6.8,0.396154,0.411538,0.608695,0.580822,0,0.580822,no
1031,213.6,43.5,0.383843,0.382906,0.311262,0.31096,0.9,0.312803,no
504.7,201.4,77.7,0.742773,0.740588,0.881495,0.881495,0,0.941011,no
422,100.4,34.5,NA,NA,NA,NA,0.1,0.448815,high
1029,191.2,40.8,0.362745,0.362745,0.281226,0.280952,2.3,0.284257,no
135,72.3,28.6,0.759712,0.758156,0.997037,0.997778,0,0.997778,no
1421,402.5,95.7,0.455597,0.455597,0.442324,0.442294,3.5,0.437861,no
300,148.3,58.8,0.801932,0.801932,0.961333,0.961333,0,0.961333,no
1207,506.9,116.3,0.513987,0.502209,0.39533,0.389561,0,0.385998,no
56,6,2,0.0555556,0.0416667,0.104167,0.0892857,0,0.0892857,no
112,39.6,15.9,0.838333,0.838333,0.933036,0.933036,0,0.933036,no
197,115.5,33.2,NA,0.721583,NA,0.861929,0,0.727919,no
46,17.7,5.2,0.427586,0.375757,0.779069,0.728261,0,0.728261,no
48,6,2,0.117647,0.0555556,0.106383,0.104167,0,0.104167,no
59,28.6,14.2,0.621666,0.621666,0.983051,0.983051,0,0.915254,no
1058,442.9,87.5,0.49229,0.49229,0.336072,0.336389,0,0.336389,no
227,169.1,49.1,NA,0.755385,NA,0.928194,0,0.928194,no
673,397.8,134.9,NA,0.845561,NA,0.939673,0.4,0.94948,no
184,48.9,18.3,NA,0.76,NA,0.799457,0,0.799457,no
43,16,5,0.44074,0.437931,0.819512,0.8,0,0.8,no
143,51.7,10.8,0.774157,0.76044,0.938298,0.929371,0,0.929371,low
1057,420.7,97.8,0.547682,0.547682,0.388352,0.387985,0,0.387985,no
97,66.3,26.7,0.709677,0.726882,0.98421,1,0,1,high
1029,265.2,55.1,0.420884,0.421007,0.34966,0.349854,4.1,0.355297,no
14,3.9,1.4,0.714286,0.714286,1,1,0,1,high
1414,425.5,104.1,0.486108,0.486679,0.481188,0.481612,4.3,0.481683,no
1314,560,147.9,NA,0.578808,NA,0.473592,0,0.471613,no
193,63.3,22.4,0.827957,0.806123,0.926455,0.922798,0,0.922798,no
225,41.8,14.5,0.548966,0.571242,0.665116,0.679111,0,0.679111,no
215,38,13.9,NA,0.547586,NA,0.65907,0,0.65907,no
151,48.3,17.8,0.878082,0.854667,0.92349,0.911258,0,0.911258,no
37,8.6,4.7,0.8,0.8,0.886487,0.886487,0,0.832433,no
136,47,16.2,0.864062,0.880303,0.928889,0.945588,0,0.945588,high
234,97.9,38.3,0.83779,0.828022,0.986239,0.97094,0,0.782906,no
34,7.8,4.5,0.746429,0.746429,0.85,0.85,0.1,0.852941,no
167,7.2,7.2,0.646939,0.664,0.810843,0.820958,0,0.820958,high
34,9.3,4.7,0.728571,0.728571,0.841176,0.841176,0.4,0.852941,no
487.2,143.3,62,NA,0.695226,NA,0.863601,0,0.830448,no
65,193.4,46.2,0.241606,0.241423,0.293372,0.293147,0,0.735385,high
51,191.9,45.6,0.322229,0.320708,0.412015,0.40793,0.4,1,no
49,96.4,26.3,0.255507,0.255507,0.376727,0.377174,0,0.573469,no
222,637,81.6,0.277994,0.278406,0.374727,0.375086,0,0.578829,low
34,91.4,26.7,0.475728,0.462136,0.535503,0.510526,0,0.897059,no
6,12.1,5,0.383636,0.347619,0.320225,0.312121,0,1,no
25,78.7,22.1,0.464865,0.464865,0.621769,0.621769,0,0.972,no
22,52.7,17.7,0.399598,0.394578,0.506277,0.505519,0,1,low
44,64.2,17.1,0.207835,0.207055,0.274396,0.275543,0,0.440909,no
2,2,1,1,1,1,1,0,1,no
20,35.6,16.9,0.412097,0.412097,0.693194,0.693194,0,0.95,no
18,44.5,13.9,0.228125,0.238542,0.330991,0.332432,0,0.983333,no
10,17.8,5.9,0.353279,0.353279,0.419546,0.419546,0,0.69,no
365,1684.6,177.9,0.358818,0.356507,0.470247,0.468208,0.1,0.762466,high
112,384.2,89,0.392688,0.391156,0.438077,0.437018,0,0.905357,high
29,64.6,19.8,0.415328,0.415328,0.500549,0.500549,0,0.803448,high
44,83,19.2,0.238095,0.235404,0.310896,0.30942,0,0.495455,high
44,92.9,38.9,0.44814,0.439809,0.585987,0.574528,0,0.972727,high
155,1002.3,96.9,0.454124,0.453766,0.595326,0.595095,0,0.950323,no
6,15.4,4.8,0.484615,0.484615,0.589474,0.589474,0,1,no
